,address,price,price_m2,area_m2,rooms,floor,parking,market,build_yr,building_type,elevator,heating_type,max_floor,balcony,backyard,terrace,building_age,district,street,log_price,log_price_m2,log_area_m2
1124,"Gdynia, Karwiny, Leopolda Staffa",690000.0,10000.0,69.0,3.0,6.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,Karwiny,,5.838849090737256,4.0,1.8388490907372552
1125,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615000.0,11942.0,51.5,2.0,2.0,0,wtórny,,,0.0,,4.0,0,0,0,,Wzgórze Św. Maksymiliana,,5.788875115775417,4.077077066845761,1.711807229041191
1126,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615000.0,11942.0,51.5,2.0,2.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Wzgórze Św. Maksymiliana,,5.788875115775417,4.077077066845761,1.711807229041191
1127,"Gdynia, pomorskie",499000.0,11881.0,42.0,2.0,7.0,0,wtórny,,blok,1.0,miejskie,10.0,1,0,0,,,,5.69810054562339,4.074852995881248,1.6232492903979006
1128,"Gdynia, Działki Leśne, Śląska",945000.0,9450.0,100.0,4.0,3.0,0,wtórny,1952.0,kamienica,0.0,miejskie,4.0,0,0,0,70.0,Działki Leśne,,5.975431808509263,3.975431808509263,2.0
1129,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615000.0,11942.0,51.5,2.0,2.0,1,wtórny,1965.0,kamienica,0.0,miejskie,4.0,1,0,0,57.0,Wzgórze Św. Maksymiliana,,5.788875115775417,4.077077066845761,1.711807229041191
1130,"Gdynia, Śródmieście, św. Piotra",907995.0,16500.0,55.03,2.0,5.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.9580834570250625,4.217483944213907,1.7405995128111564
1131,"Gdynia, Śródmieście, św. Piotra",1040980.0,15500.0,67.16,3.0,4.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,6.017442385636302,4.190331698170292,1.8271106874660112
1132,"Gdynia, Śródmieście, św. Piotra",700640.0,16000.0,43.79,2.0,3.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.84549492784805,4.204119982655925,1.6413749451921256
1133,"Gdynia, Śródmieście, św. Piotra",913050.0,15000.0,60.87,3.0,4.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.96049456080869,4.176091259055681,1.7844033017530083
1134,"Gdynia, Śródmieście, św. Piotra",863040.0,15500.0,55.68,2.0,3.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.936030924772798,4.190331698170292,1.7456992266025058
1135,"Gdynia, Śródmieście, św. Piotra",1347195.0,14500.0,92.91,4.0,1.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,6.129430462311424,4.161368002234975,1.9680624600764491
1136,"Gdynia, Śródmieście, św. Piotra",1240500.0,15000.0,82.7,3.0,2.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,6.0935967686082275,4.176091259055681,1.9175055095525466
1137,"Gdynia, Śródmieście, św. Piotra",647040.0,16000.0,40.44,2.0,2.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.810931129574889,4.204119982655925,1.6068111469189634
1138,"Gdynia, Śródmieście, św. Piotra",864640.0,16000.0,54.04,2.0,10.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.936835323005917,4.204119982655925,1.732715340349993
1139,"Gdynia, Śródmieście, św. Piotra",465000.0,15000.0,31.0,1.0,2.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,1,-1.0,Śródmieście,,5.6674529528899535,4.176091259055681,1.4913616938342726
1140,"Gdynia, Śródmieście, św. Piotra",578820.0,16500.0,35.08,1.0,2.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.762543528907909,4.217483944213907,1.545059584694003
1141,"Gdynia, Śródmieście, św. Piotra",1557885.0,18500.0,84.21,3.0,5.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,1,-1.0,Śródmieście,,6.192535395757115,4.267171728403014,1.9253636673541015
1142,"Gdynia, Śródmieście, św. Piotra",1176390.0,13500.0,87.14,4.0,4.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,6.070551324094741,4.1303337684950066,1.9402175555997352
1143,"Gdynia, Śródmieście, św. Piotra",596360.0,17000.0,35.08,1.0,4.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.775508506072277,4.230448921378274,1.545059584694003
1144,"Gdynia, Śródmieście, św. Piotra",498720.0,16000.0,31.17,1.0,4.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.697856784932765,4.204119982655925,1.4937368022768398
1145,"Gdynia, Chylonia, ul. Chylońska",820000.0,9591.0,85.5,3.0,1.0,0,wtórny,1931.0,kamienica,0.0,miejskie,2.0,1,0,0,91.0,Chylonia,,5.913813852383717,3.98186389099135,1.9319661147281726
1146,"Gdynia, Chylonia, ul. Chylońska",820000.0,9591.0,85.5,3.0,1.0,0,wtórny,1931.0,kamienica,0.0,miejskie,2.0,1,0,0,91.0,Chylonia,,5.913813852383717,3.98186389099135,1.9319661147281726
1147,"Gdynia, Orłowo, Bernadowska",2383949.21,18019.0,132.3,4.0,2.0,1,pierwotny,2020.0,,1.0,,6.0,1,0,0,2.0,Orłowo,,6.377296998529732,4.2557306852816295,2.121559844187501
1148,"Gdynia, Śródmieście, Węglowa",1806505.2,16727.0,108.0,4.0,5.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,1,2.0,Śródmieście,,6.256839216016444,4.223418056905294,2.03342375548695
1149,"Gdynia, Śródmieście, Węglowa",812062.8,16953.0,47.9,1.0,3.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,1,2.0,Śródmieście,,5.909589616234827,4.22924656201756,1.6803355134145632
1150,"Gdynia, Śródmieście, Węglowa",1083088.8,13939.0,77.7,3.0,1.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,1,2.0,Śródmieście,,6.034664064906952,4.144231618090547,1.8904210188009143
1151,"Gdynia, Redłowo, Dywizji Kościuszkowskiej",1006230.0,10200.0,98.65,3.0,-0.5,1,pierwotny,2022.0,apartamentowiec,1.0,inne,2.0,1,1,0,0.0,Redłowo,,6.002697261350128,4.008600171761918,1.99409708958821
1152,"Gdynia, Redłowo, Dywizji Kościuszkowskiej",1135500.0,15000.0,75.7,4.0,2.0,1,pierwotny,2022.0,apartamentowiec,1.0,inne,2.0,1,0,0,0.0,Redłowo,,6.055187138555754,4.176091259055681,1.8790958795000727
1153,"Gdynia, Wzgórze Św. Maksymiliana, BP. DOMINIKA",615000.0,11942.0,51.5,2.0,2.0,0,wtórny,1965.0,blok,0.0,miejskie,4.0,0,0,0,57.0,Wzgórze Św. Maksymiliana,,5.788875115775417,4.077077066845761,1.711807229041191
1154,"Gdynia, Śródmieście, Węglowa",1162290.6,14806.0,78.5,3.0,3.0,1,pierwotny,2021.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,1.0,Śródmieście,,6.065314725470744,4.170437745046183,1.8948696567452525
1155,"Gdynia, Chylonia, Gniewska",419000.0,9744.0,43.0,2.0,0.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,0,0,0,42.0,Chylonia,,5.622214022966295,3.9887372752888,1.6334684555795864
1156,"Gdynia, Witomino, Słoneczna",897000.0,15944.0,56.26,3.0,8.0,1,wtórny,2021.0,,0.0,,8.0,1,0,0,1.0,Witomino,,5.952792443044092,4.202597285692431,1.750199727829182
1157,"Gdynia, Dąbrowa",420000.0,9545.0,44.0,2.0,3.0,0,wtórny,1982.0,blok,0.0,miejskie,3.0,1,0,0,40.0,Dąbrowa,,5.623249290397901,3.9797759327296856,1.6434526764861874
1158,"Gdynia, pomorskie",398000.0,8966.0,44.39,2.0,1.0,0,wtórny,1950.0,blok,0.0,miejskie,2.0,0,0,0,72.0,,,5.599883072073688,3.952598734529773,1.6472851450253667
1159,"Gdynia, Mały Kack",1150000.0,16912.0,68.0,3.0,5.0,1,wtórny,2010.0,apartamentowiec,1.0,miejskie,6.0,0,0,1,12.0,Mały Kack,,6.060697840353612,4.228194969963351,1.8325089127062364
1160,"Gdynia, Grabówek, Morska",580000.0,7715.0,75.18,3.0,1.0,1,wtórny,1920.0,kamienica,0.0,elektryczne,2.0,1,0,0,102.0,Grabówek,,5.763427993562937,3.8873359303991672,1.8761023213777936
1161,"Gdynia, Grabówek, Morska",575000.0,7868.0,73.08,3.0,0.0,1,wtórny,1920.0,kamienica,0.0,elektryczne,2.0,1,0,0,102.0,Grabówek,,5.7596678446896306,3.8958643512472992,1.8637985386805003
1162,"Gdynia, Działki Leśne, Śląska",429000.0,9750.0,44.0,1.0,2.0,0,wtórny,1932.0,kamienica,0.0,gazowe,4.0,0,0,0,90.0,Działki Leśne,,5.632457292184724,3.989004615698537,1.6434526764861874
1163,"Gdynia, Śródmieście, Józefa Bema",899000.0,12108.0,74.25,3.0,3.0,1,wtórny,1952.0,kamienica,0.0,gazowe,4.0,1,0,0,70.0,Śródmieście,,5.953759691733229,4.083072412284535,1.87069645798925
1164,"Gdynia, Chylonia, Helska",479000.0,5042.0,95.0,4.0,0.0,1,wtórny,1950.0,dom,0.0,inne,,0,1,0,72.0,Chylonia,,5.680335513414564,3.7026028413404273,1.9777236052888478
1165,"Gdynia, pomorskie",1884000.0,24003.0,78.49,3.0,0.0,1,pierwotny,2020.0,apartamentowiec,1.0,,2.0,0,1,1,2.0,,,6.275080898456858,4.380265525129201,1.8948143290833006
1166,"Gdynia, Chylonia",380000.0,8261.0,46.0,2.0,1.0,1,wtórny,,,0.0,,4.0,1,0,0,,Chylonia,,5.57978359661681,3.9170326221623935,1.662757831681574
1167,"Gdynia, Działki Leśne, Morska",399000.0,8235.0,48.45,3.0,0.0,0,wtórny,1975.0,blok,1.0,miejskie,2.0,0,0,0,47.0,Działki Leśne,,5.600972895686748,3.9156636035057732,1.685293781386784
1168,"Gdynia, Chylonia, Chylońska",499000.0,9415.0,53.0,3.0,8.0,0,wtórny,1975.0,,0.0,,10.0,1,0,0,47.0,Chylonia,,5.69810054562339,3.9738203243526837,1.724275869600789
1169,"Gdynia, Śródmieście, św. Piotra",718950.0,15000.0,47.93,2.0,1.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.856698688047469,4.176091259055681,1.6806074289917878
1170,"Gdynia, Orłowo, Spacerowa",1630000.0,17340.0,94.0,4.0,3.0,1,wtórny,1998.0,apartamentowiec,1.0,miejskie,4.0,1,0,1,24.0,Orłowo,,6.212187604403958,4.239049093140191,1.9731278535996986
1171,"Gdynia, Mały Kack, Kłajpedzka",1100000.0,13733.0,80.1,3.0,2.0,1,wtórny,2007.0,apartamentowiec,1.0,gazowe,3.0,1,0,0,15.0,Mały Kack,,6.041392685158225,4.137765420057343,1.9036325160842376
1172,"Gdynia, Wzgórze Św. Maksymiliana",499000.0,11833.0,42.17,2.0,0.0,0,wtórny,1970.0,blok,0.0,miejskie,3.0,0,0,0,52.0,Wzgórze Św. Maksymiliana,,5.69810054562339,4.073094864515746,1.6250036010148634
1173,"Gdynia, Śródmieście",624000.0,13000.0,48.0,3.0,6.0,0,wtórny,,blok,0.0,miejskie,10.0,1,0,0,,Śródmieście,,5.795184589682424,4.113943352306837,1.6812412373755872
1174,"Gdynia, Oksywie, Australijska",499000.0,12824.0,38.91,2.0,1.0,0,wtórny,2018.0,blok,1.0,miejskie,2.0,1,0,0,4.0,Oksywie,,5.69810054562339,4.108023509346088,1.5900612308037425
1175,"Gdynia, Mały Kack, Leśna",1150000.0,14763.0,77.9,3.0,0.0,0,wtórny,2010.0,blok,0.0,,3.0,0,0,0,12.0,Mały Kack,,6.060697840353612,4.169174619753743,1.8915374576725645
1176,"Gdynia, Śródmieście, św. Piotra",952165.0,15500.0,61.43,3.0,6.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,,5.978712213489855,4.190331698170292,1.7883805153195633
1177,"Gdynia, Śródmieście, Węglowa",840515.0,17547.0,47.9,1.0,2.0,1,pierwotny,2021.0,apartamentowiec,1.0,miejskie,17.0,1,0,0,1.0,Śródmieście,,5.924545468351456,4.244202876082984,1.6803355134145632
1178,"Gdynia, Grabówek, kmdr. Przybyszewskiego",519000.0,6336.0,81.91,4.0,3.0,0,wtórny,1960.0,blok,0.0,miejskie,4.0,0,0,0,62.0,Grabówek,,5.715167357848458,3.801815168581437,1.9133369259326232
1179,"Gdynia, Leszczynki, Morska",379000.0,6768.0,56.0,2.0,2.0,1,wtórny,1995.0,blok,1.0,miejskie,5.0,1,0,0,27.0,Leszczynki,,5.578639209968072,3.8304603500309673,1.7481880270062005
1180,"Gdynia, Witomino, Witomino-Radiostacja, Polskiego Czerwonego Krzyża",479000.0,10213.0,46.9,3.0,9.0,0,wtórny,1980.0,blok,1.0,miejskie,10.0,1,0,0,42.0,Witomino,,5.680335513414564,4.009153331907709,1.6711728427150832
1181,"Gdynia, Chwarzno-Wiczlino, Chwarzno, bpa Antanasa Baranauskasa",700000.0,11058.0,63.3,3.0,1.0,1,wtórny,2015.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,7.0,Chwarzno-Wiczlino,,5.845098040014257,4.043676585602717,1.801403710017355
1182,"Gdynia, Chylonia",389000.0,9131.0,42.6,2.0,0.0,0,wtórny,1970.0,,0.0,miejskie,4.0,0,0,0,52.0,Chylonia,,5.589949601325708,3.960518342780708,1.6294095991027189
1183,"Gdynia, Leszczynki, Opata Hackiego",385000.0,10228.0,37.64,2.0,3.0,0,wtórny,1978.0,,0.0,,4.0,0,0,0,44.0,Leszczynki,,5.585460729508501,4.009790719354298,1.5756496147552193
1184,"Gdynia, Redłowo, Zbigniewa Herberta",610000.0,11961.0,51.0,2.0,9.0,0,wtórny,,,1.0,,9.0,0,0,0,,Redłowo,,5.785329835010767,4.077767490382056,1.7075701760979363
1185,"Gdynia, Chylonia, Chylońska",499000.0,9415.0,53.0,3.0,8.0,0,wtórny,1975.0,blok,1.0,miejskie,10.0,1,0,0,47.0,Chylonia,,5.69810054562339,3.9738203243526837,1.724275869600789
1186,"Gdynia, Witomino, Narcyzowa",399000.0,9500.0,42.0,2.0,0.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Witomino,,5.600972895686748,3.9777236052888476,1.6232492903979006
1187,"Gdynia, Chylonia",425000.0,8649.0,49.14,2.0,4.0,0,wtórny,1981.0,blok,0.0,miejskie,4.0,1,0,0,41.0,Chylonia,,5.628388930050312,3.93696589710787,1.691435152144062
1188,"Gdynia, Grabówek, ul. Filomatów",285000.0,10642.0,26.78,1.0,0.0,1,pierwotny,2023.0,blok,0.0,miejskie,3.0,1,0,0,-1.0,Grabówek,,5.45484486000851,4.027023254588704,1.4278105726759902
1189,"Gdynia, Chwarzno-Wiczlino, Janki Bryla",490000.0,12192.0,40.19,2.0,0.0,1,wtórny,2014.0,blok,1.0,miejskie,4.0,0,1,1,8.0,Chwarzno-Wiczlino,,5.690196080028514,4.086074953995525,1.6041180061920348
1190,"Gdynia, Obłuże, płk. Stanisława Dąbka",470000.0,8868.0,53.0,3.0,8.0,0,wtórny,1978.0,blok,1.0,miejskie,8.0,1,0,0,44.0,Obłuże,,5.672097857935717,3.9478256844424506,1.724275869600789
1191,"Gdynia, Redłowo, Legionów",859000.0,13855.0,62.0,3.0,3.0,0,wtórny,2000.0,,0.0,miejskie,5.0,0,0,0,22.0,Redłowo,,5.933993163831242,4.141606530118251,1.792391689498254
1192,"Gdynia, Śródmieście",1050000.0,15351.0,68.4,3.0,3.0,0,wtórny,1926.0,kamienica,0.0,miejskie,5.0,1,0,0,96.0,Śródmieście,,6.021189299069938,4.18613667169178,1.8350561017201164
1193,"Gdynia, Śródmieście, Węglowa",1096113.6,15794.0,69.4,3.0,2.0,0,pierwotny,2021.0,apartamentowiec,1.0,,17.0,0,0,0,1.0,Śródmieście,,6.039855566280193,4.198492133677044,1.841359470454855
1194,"Gdynia, Śródmieście, Węglowa",1806505.2,16727.0,108.0,4.0,5.0,0,pierwotny,2021.0,apartamentowiec,1.0,,17.0,0,0,0,1.0,Śródmieście,,6.256839216016444,4.223418056905294,2.03342375548695
1195,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Danusi",823000.0,8230.0,100.0,4.0,1.0,1,wtórny,2018.0,blok,0.0,gazowe,1.0,1,0,0,4.0,Chwarzno-Wiczlino,,5.91539983521227,3.91539983521227,2.0
1196,"Gdynia, Pogórze, Paderewskiego",679000.0,8784.0,77.3,3.0,3.0,1,wtórny,2021.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,1.0,Pogórze,,5.831869774280501,3.9436923271060165,1.888179493918325
1197,"Gdynia, Chylonia, Chylońska",459000.0,9978.0,46.0,3.0,1.0,0,wtórny,1975.0,blok,1.0,miejskie,10.0,1,0,0,47.0,Chylonia,,5.661812685537261,3.9990434996031627,1.662757831681574
1198,"Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",656214.0,14100.0,46.54,2.0,0.0,1,pierwotny,2020.0,apartamentowiec,1.0,,2.0,1,0,0,2.0,Wzgórze Św. Maksymiliana,,5.817045491606091,4.14921911265538,1.667826378950711
1199,"Gdynia, Chylonia, Rozewska",739000.0,10845.0,68.14,3.0,5.0,1,wtórny,2019.0,apartamentowiec,1.0,miejskie,9.0,0,0,0,3.0,Chylonia,,5.868644438394826,4.035229556350212,1.8334021292318585
1200,"Gdynia, Śródmieście, Obrońców Wybrzeża",685000.0,13431.0,51.0,2.0,3.0,0,wtórny,1950.0,kamienica,0.0,miejskie,5.0,0,0,0,72.0,Śródmieście,,5.835690571492425,4.128108349103107,1.7075701760979363
1201,"Gdynia, Śródmieście, A. Hryniewickiego",3734400.0,32000.0,116.7,3.0,10.0,1,wtórny,2009.0,,0.0,,32.0,0,0,0,13.0,Śródmieście,,6.572220834365276,4.505149978319906,2.0670708560453703
1202,"Gdynia, Pogórze",422000.0,7617.0,55.4,3.0,6.0,0,wtórny,1995.0,,0.0,miejskie,10.0,0,0,0,27.0,Pogórze,,5.625312450961673,3.881783955593385,1.7435097647284297
1203,"Gdynia, Oksywie, Australijska",635000.0,10025.0,63.34,3.0,2.0,1,wtórny,2020.0,blok,1.0,miejskie,2.0,1,0,0,2.0,Oksywie,,5.802773725291976,4.00108438129222,1.8016780590358932
1204,"Gdynia, Śródmieście, Wójta Radtkego",895000.0,11851.0,75.52,2.0,4.0,1,wtórny,1928.0,kamienica,0.0,miejskie,5.0,1,1,0,94.0,Śródmieście,,5.951823035315912,4.073754998123192,1.8780619812900126
1205,"Gdynia, Pogórze, płk. Stanisława Dąbka",612533.0,7920.0,77.34,4.0,0.0,0,pierwotny,2023.0,blok,1.0,,3.0,0,1,1,-1.0,Pogórze,,5.787129491129367,3.8987251815894934,1.8884041677370467
1206,"Gdynia, Chwarzno-Wiczlino",1040000.0,9123.0,114.0,4.0,3.0,1,wtórny,2013.0,apartamentowiec,0.0,miejskie,3.0,1,0,0,9.0,Chwarzno-Wiczlino,,6.017033339298781,3.9601376748637946,2.0569048513364727
1207,"Gdynia, Dąbrowa, Rdestowa",773955.0,9450.0,81.9,3.0,4.0,1,wtórny,,blok,1.0,,5.0,1,0,0,,Dąbrowa,,5.888715710269682,3.975431808509263,1.9132839017604184
1208,"Gdynia, Oksywie, inż. J. Śmidowicza",390000.0,8628.0,45.2,3.0,0.0,0,wtórny,,blok,0.0,miejskie,3.0,0,0,0,,Oksywie,,5.5910646070264995,3.9359101364305076,1.6551384348113822
1209,"Gdynia, Działki Leśne",1740000.0,17755.0,98.0,4.0,3.0,1,wtórny,2022.0,apartamentowiec,1.0,,3.0,0,0,1,0.0,Działki Leśne,,6.2405492482825995,4.249320676637634,1.9912260756924949
1210,"Gdynia, Działki Leśne, Szczecińska",3420000.0,24964.0,137.0,6.0,3.0,1,wtórny,2020.0,apartamentowiec,1.0,gazowe,3.0,0,0,1,2.0,Działki Leśne,,6.534026106056135,4.397314173908845,2.1367205671564067
1211,"Gdynia, Obłuże, Stolarska",420000.0,7000.0,60.0,3.0,2.0,0,wtórny,1976.0,,0.0,miejskie,4.0,1,0,0,46.0,Obłuże,,5.623249290397901,3.845098040014257,1.7781512503836436
1212,"Gdynia, pomorskie",485000.0,9939.0,48.8,2.0,3.0,0,wtórny,1988.0,blok,0.0,miejskie,4.0,1,0,0,34.0,,,5.685741738602264,3.9973426906016223,1.6884198220027107
1213,"Gdynia, Witomino",399000.0,11387.0,35.04,2.0,4.0,1,wtórny,1980.0,blok,0.0,miejskie,4.0,0,0,0,42.0,Witomino,,5.600972895686748,4.056409320649918,1.544564097496043
1214,"Gdynia, Chwarzno-Wiczlino, Janki Bryla",710000.0,10840.0,65.5,3.0,2.0,1,wtórny,2017.0,blok,1.0,miejskie,3.0,1,0,0,5.0,Chwarzno-Wiczlino,,5.8512583487190755,4.035029282202368,1.816241299991783
1215,"Olsztyńska, Gdynia, pomorskie",1250000.0,9335.0,133.9,6.0,1.0,0,wtórny,,,0.0,,2.0,0,0,0,,,Olsztyńska,6.096910013008056,3.970114322285097,2.126780577012009
1216,"Gdynia, Grabówek, Morska",424999.0,8563.0,49.63,2.0,3.0,0,wtórny,1936.0,blok,0.0,elektryczne,5.0,0,0,0,86.0,Grabówek,,5.62838790817974,3.9326259440217823,1.6957442751973233
1217,"Gdynia, Pogórze, Stanisława Staszica",399000.0,9871.0,40.42,2.0,3.0,0,wtórny,2016.0,blok,0.0,miejskie,3.0,1,0,0,6.0,Pogórze,,5.600972895686748,3.994361151908001,1.6065963091792852
1218,"Gdynia, pomorskie",694500.0,8807.0,78.86,4.0,2.0,1,wtórny,1998.0,blok,0.0,miejskie,2.0,1,0,0,24.0,,,5.841672250073635,3.9448279963432165,1.8968567727372043
1219,"Gdynia, Grabówek, kmdr. Przybyszewskiego",565000.0,7224.0,78.21,3.0,4.0,0,wtórny,1954.0,blok,0.0,miejskie,4.0,0,0,0,68.0,Grabówek,,5.752048447819439,3.8587777373054495,1.8932622858879913
1220,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Stanisława Filipkowskiego",750000.0,11340.0,66.14,3.0,1.0,1,wtórny,2017.0,blok,1.0,miejskie,3.0,1,0,0,5.0,Chwarzno-Wiczlino,,5.8750612633917,4.054613054556888,1.8204641905776842
1221,"Gdynia, Grabówek, Morska",480000.0,5393.0,89.0,3.0,1.0,0,wtórny,1939.0,kamienica,0.0,miejskie,1.0,0,0,0,83.0,Grabówek,,5.681241237375588,3.7318304202881625,1.9493900066449128
1222,"Gdynia, Karwiny, Konstantego Ildefonsa Gałczyńskiego",399000.0,8382.0,47.6,2.0,4.0,0,wtórny,1997.0,blok,0.0,miejskie,4.0,0,0,0,25.0,Karwiny,,5.600972895686748,3.9233476564978256,1.677606952720493
1223,"Gdynia, Babie Doły, Ikara",640000.0,11228.0,57.0,3.0,4.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Babie Doły,,5.8061799739838875,4.050302403962402,1.7558748556724915
1224,"Gdynia, Oksywie, ul. Benisławskiego",543031.0,9969.0,54.47,3.0,3.0,1,pierwotny,2023.0,,1.0,,11.0,1,0,0,-1.0,Oksywie,,5.734824622857073,3.9986515959983735,1.736157375273132
1225,"Gdynia, Oksywie, ul. Benisławskiego",554341.0,9683.0,57.25,3.0,2.0,1,pierwotny,2023.0,,1.0,,11.0,1,0,0,-1.0,Oksywie,,5.743777000936423,3.9860099318532614,1.7577754910119257
1226,"Gdynia, Mały Kack, Strzelców",880000.0,13134.0,67.0,3.0,0.0,1,wtórny,2015.0,apartamentowiec,1.0,,3.0,0,1,0,7.0,Mały Kack,,5.944482672150168,4.118397011951576,1.8260748027008264
1227,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie, Bzowa",470000.0,7832.0,60.01,3.0,1.0,0,wtórny,1985.0,,0.0,miejskie,4.0,1,0,0,37.0,Pustki Cisowskie-Demptowo,,5.672097857935717,3.8938726787950815,1.7782236267660965
1228,"Gdynia, Karwiny, Juliana Tuwima",550000.0,9167.0,60.0,3.0,4.0,0,wtórny,1987.0,,0.0,miejskie,4.0,0,0,0,35.0,Karwiny,,5.740362689494244,3.962227231350085,1.7781512503836436
1229,"Gdynia, Śródmieście, Władysława IV",459000.0,15752.0,29.14,1.0,7.0,0,wtórny,1975.0,,1.0,miejskie,9.0,0,0,0,47.0,Śródmieście,,5.661812685537261,4.1973357031300615,1.4644895474339714
1230,"Gdynia, Leszczynki",489000.0,7762.0,63.0,3.0,2.0,0,wtórny,1961.0,blok,0.0,miejskie,4.0,0,0,0,61.0,Leszczynki,,5.68930885912362,3.8899736384039962,1.7993405494535817
1231,"Gdynia, Grabówek, Hugo Kołłątaja",579500.0,9500.0,61.0,3.0,0.0,0,wtórny,1937.0,kamienica,0.0,gazowe,3.0,0,1,0,85.0,Grabówek,,5.763053440299615,3.9777236052888476,1.7853298350107671
1232,"Gdynia, Grabówek, kmdr. Przybyszewskiego",559000.0,7147.0,78.21,3.0,4.0,0,wtórny,1956.0,,0.0,,4.0,0,0,0,66.0,Grabówek,,5.747411807886423,3.854123782101167,1.8932622858879913
1233,"Gdynia, Działki Leśne, Warszawska",520000.0,8844.0,58.8,2.0,2.0,0,wtórny,,kamienica,0.0,miejskie,4.0,1,0,0,,Działki Leśne,,5.7160033436347994,3.9466487339066765,1.7693773260761385
1234,"Gdynia, Witomino, Kielecka",379000.0,9693.0,39.1,1.0,1.0,0,wtórny,1996.0,blok,0.0,miejskie,4.0,0,0,0,26.0,Witomino,,5.578639209968072,3.9864582127373063,1.5921767573958667
1235,"Gdynia, Obłuże, Jantarowa",599000.0,5521.0,108.5,4.0,2.0,0,wtórny,1995.0,blok,0.0,miejskie,5.0,1,0,0,27.0,Obłuże,,5.7774268223893115,3.7420177471401384,2.0354297381845483
1236,"Gdynia, pomorskie",530000.0,8926.0,59.38,4.0,1.0,0,pierwotny,2021.0,,0.0,,3.0,1,0,0,1.0,,,5.724275869600789,3.9506568825045107,1.7736401932600259
1237,"Gdynia, Witomino, Widna",389000.0,11102.0,35.04,2.0,4.0,0,wtórny,1970.0,blok,0.0,miejskie,4.0,0,0,0,52.0,Witomino,,5.589949601325708,4.045401222995842,1.544564097496043
1238,"Gdynia, pomorskie",510502.0,8618.0,59.24,4.0,2.0,0,pierwotny,2021.0,,0.0,,3.0,1,0,0,1.0,,,5.707997447867125,3.935406489752349,1.7726150498491708
1239,"Gdynia, Grabówek, Bronisława Dembińskiego",440000.0,11957.0,36.8,2.0,1.0,0,wtórny,2012.0,,0.0,,5.0,0,0,0,10.0,Grabówek,,5.643452676486188,4.077622229244519,1.5658478186735176
1240,"Gdynia, Śródmieście, Żołnierzy I Armii Wojska Polskiego",809000.0,12523.0,64.6,3.0,9.0,0,wtórny,1971.0,blok,1.0,miejskie,10.0,1,0,0,51.0,Śródmieście,,5.907948521612273,4.09770838058163,1.810232517995084
