,index,address,price,price_m2,area_m2,rooms,floor,parking,market,build_yr,building_type,elevator,heating_type,max_floor,balcony,backyard,terrace,building_age,district,street
137,144,"Gdynia, Witomino, Niska",577700.0,10900.0,53.0,2.0,10.0,0,wtórny,2002.0,apartamentowiec,1.0,,13.0,0,0,0,20.0,Witomino,
138,145,"Gdynia, Obłuże, ul. Karpińskiego",545000.0,10900.0,50.0,2.0,1.0,1,wtórny,,blok,1.0,miejskie,4.0,0,0,1,,Obłuże,
139,146,"Gdynia, Chwarzno-Wiczlino, ul. Stanisława Filipkowskiego",1150000.0,10088.0,114.0,4.0,3.0,0,wtórny,,blok,0.0,miejskie,3.0,1,0,1,,Chwarzno-Wiczlino,
140,147,"Gdynia, Wzgórze Św. Maksymiliana, ul. Kazimierza Górskiego",597000.0,12702.0,47.0,2.0,5.0,0,wtórny,2021.0,apartamentowiec,1.0,miejskie,17.0,1,0,1,1.0,Wzgórze Św. Maksymiliana,
141,148,"Gdynia, Mały Kack, ul. Kowieńska 15",1019000.0,11918.0,85.5,4.0,1.0,1,pierwotny,2022.0,apartamentowiec,1.0,kotłownia,2.0,1,0,0,0.0,Mały Kack,
142,149,"Gdynia, Witomino",315000.0,9431.0,33.4,2.0,2.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,Witomino,
143,150,"Gdynia, Leszczynki, ul. Kaspra Geskiego",390629.0,11180.0,34.94,2.0,1.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Leszczynki,
144,151,"Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",721680.0,15500.0,46.56,2.0,1.0,0,wtórny,2022.0,,0.0,,3.0,0,0,0,0.0,Wzgórze Św. Maksymiliana,
145,152,"Gdynia, Orłowo",585000.0,11584.0,50.5,3.0,3.0,1,wtórny,1961.0,blok,0.0,miejskie,3.0,0,1,0,61.0,Orłowo,
146,153,"Gdynia, Kamienna Góra",819000.0,16714.0,49.0,3.0,2.0,1,wtórny,1950.0,kamienica,0.0,miejskie,4.0,0,0,0,72.0,Kamienna Góra,
147,154,"Gdynia, Wzgórze Św. Maksymiliana",799000.0,12273.0,65.1,3.0,2.0,0,wtórny,1977.0,blok,0.0,miejskie,3.0,1,0,0,45.0,Wzgórze Św. Maksymiliana,
148,155,"Gdynia, Śródmieście",799000.0,12784.0,62.5,3.0,1.0,0,wtórny,1962.0,kamienica,0.0,miejskie,5.0,1,0,0,60.0,Śródmieście,
149,156,"Gdynia, Witomino, Witomino-Radiostacja, ul. Konwaliowa",386000.0,10212.0,37.8,2.0,7.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,Witomino,
150,157,"Gdynia, Chylonia, ul. Morska",485000.0,8981.0,54.0,3.0,9.0,0,wtórny,1975.0,blok,1.0,miejskie,10.0,1,0,0,47.0,Chylonia,
151,158,"Gdynia, Oksywie, Nasypowa",470400.0,9872.0,47.65,3.0,1.0,1,pierwotny,2021.0,,1.0,,3.0,1,0,0,1.0,Oksywie,
152,159,"Gdynia, Pogórze, Stefana Czarnieckiego",624000.0,9659.0,64.6,3.0,2.0,1,wtórny,2010.0,,1.0,miejskie,2.0,1,0,0,12.0,Pogórze,
153,160,"Gdynia, Grabówek, ul. Stefana Okrzei",499000.0,7110.0,70.18,3.0,3.0,1,wtórny,,blok,0.0,miejskie,3.0,1,0,0,,Grabówek,
154,161,"Gdynia, Chylonia, ul. Chylońska 51",450000.0,8555.0,52.6,3.0,3.0,0,wtórny,1980.0,blok,1.0,miejskie,11.0,1,0,0,42.0,Chylonia,
155,162,"Gdynia, Grabówek",489000.0,11869.0,41.2,2.0,1.0,1,wtórny,2012.0,blok,0.0,miejskie,5.0,1,0,0,10.0,Grabówek,
156,163,"Gdynia, Chwarzno-Wiczlino, ul. Władysława Kańskiego",685000.0,10074.0,68.0,3.0,1.0,1,wtórny,2005.0,apartamentowiec,0.0,miejskie,3.0,1,0,0,17.0,Chwarzno-Wiczlino,
157,164,"Gdynia, Śródmieście, Węglowa",1390000.0,34069.0,40.8,2.0,10.0,0,wtórny,2020.0,,0.0,,17.0,0,0,0,2.0,Śródmieście,
158,165,"Gdynia, Śródmieście, Stefana Batorego",370000.0,19968.0,18.53,1.0,5.0,0,wtórny,1970.0,blok,1.0,miejskie,5.0,0,0,0,52.0,Śródmieście,
159,166,"Gdynia, Redłowo, Boh. Starówki Warszawskiej",620000.0,11923.0,52.0,2.0,1.0,1,wtórny,1970.0,blok,0.0,miejskie,4.0,1,1,0,52.0,Redłowo,
160,167,"Gdynia, Śródmieście",514855.0,19495.0,26.41,1.0,2.0,0,pierwotny,2023.0,blok,0.0,,4.0,1,0,0,-1.0,Śródmieście,
161,168,"Gdynia, Śródmieście",999350.0,18863.0,52.98,3.0,0.0,1,pierwotny,2023.0,blok,0.0,,4.0,0,1,1,-1.0,Śródmieście,
162,169,"Gdynia, Witomino, Nauczycielska",499000.0,9523.0,52.4,3.0,3.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Witomino,
163,170,"Zwinisławy, Gdynia, pomorskie",699000.0,8214.0,85.1,3.0,3.0,1,wtórny,,,0.0,,3.0,1,0,0,,Gdynia,Zwinisławy
164,171,"Gdynia, Redłowo, Janusza Korczaka",1399000.0,8689.0,161.0,3.0,0.0,0,wtórny,1995.0,blok,1.0,miejskie,4.0,0,0,1,27.0,Redłowo,
165,172,"Gdynia, Oksywie, Bosmańska",649000.0,11039.0,58.79,3.0,1.0,1,wtórny,2022.0,blok,1.0,inne,3.0,1,0,0,0.0,Oksywie,
166,173,"Gdynia, Chwarzno-Wiczlino, Władysława Grabowskiego",870000.0,12985.0,67.0,3.0,2.0,1,wtórny,2020.0,blok,1.0,inne,3.0,1,0,0,2.0,Chwarzno-Wiczlino,
167,174,"Gdynia, Dąbrowa, Lubczykowa",750000.0,6221.0,120.55,4.0,1.0,1,wtórny,1998.0,dom,0.0,gazowe,4.0,1,1,1,24.0,Dąbrowa,
168,175,"Gdynia, Śródmieście, Węglowa",1000000.0,25641.0,39.0,1.0,2.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,17.0,1,0,0,2.0,Śródmieście,
169,176,"Gdynia, Obłuże",519000.0,9792.0,53.0,3.0,3.0,0,wtórny,1977.0,blok,1.0,miejskie,11.0,1,0,0,45.0,Obłuże,
170,177,"Gdynia, Wzgórze Św. Maksymiliana",355000.0,13371.0,26.55,1.0,7.0,0,wtórny,,blok,1.0,miejskie,7.0,0,0,0,,Wzgórze Św. Maksymiliana,
171,178,"Gdynia, Orłowo, al. Zwycięstwa",1299000.0,14761.0,88.0,4.0,1.0,1,wtórny,1996.0,blok,0.0,,3.0,1,0,0,26.0,Orłowo,
172,179,"Gdynia, Wzgórze Św. Maksymiliana, Partyzantów",785000.0,12096.0,64.9,2.0,1.0,0,wtórny,1930.0,,0.0,,4.0,1,0,0,92.0,Wzgórze Św. Maksymiliana,
173,180,"Gdynia, Orłowo, ul. Wrocławska 41",999271.0,13900.0,71.89,4.0,1.0,1,pierwotny,2022.0,kamienica,1.0,,3.0,1,1,1,0.0,Orłowo,
174,181,"Gdynia, Orłowo, ul. Wrocławska 41",1330931.0,13300.0,100.07,4.0,2.0,1,pierwotny,2022.0,kamienica,1.0,kotłownia,3.0,1,1,1,0.0,Orłowo,
175,182,"Gdynia, Karwiny",588000.0,9639.0,61.0,3.0,4.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Karwiny,
176,183,"Gdynia, pomorskie",535770.0,9062.0,59.12,4.0,0.0,0,pierwotny,2021.0,,0.0,,4.0,0,1,0,1.0,,
177,184,"Stoigniewa, Gdynia, pomorskie",549000.0,9885.0,55.54,3.0,4.0,0,wtórny,2003.0,,0.0,,4.0,1,0,0,19.0,Gdynia,Stoigniewa
178,185,"Gdynia, Oksywie",359000.0,7923.0,45.31,3.0,0.0,0,wtórny,1977.0,blok,0.0,miejskie,4.0,0,0,0,45.0,Oksywie,
179,186,"Gdynia, Mały Kack, Parkowa",530000.0,13217.0,40.1,2.0,1.0,0,wtórny,,,0.0,,2.0,0,0,0,,Mały Kack,
180,187,"Gdynia, Wielki Kack",1589000.0,12646.0,125.65,4.0,3.0,1,wtórny,2008.0,blok,1.0,miejskie,3.0,1,0,0,14.0,Wielki Kack,
181,188,"Gdynia, Pogórze, ul. Aragońska",930000.0,11496.0,80.9,4.0,1.0,1,wtórny,2021.0,,0.0,gazowe,1.0,1,0,1,1.0,Pogórze,
182,189,"Gdynia, Śródmieście, Centrum, ul. Antoniego Abrahama",689000.0,18622.0,37.0,2.0,4.0,0,wtórny,,kamienica,0.0,miejskie,4.0,1,0,0,,Śródmieście,
183,190,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie, ul. Modrzewiowa 2",489000.0,10451.0,46.79,2.0,2.0,1,wtórny,2005.0,blok,1.0,miejskie,6.0,1,0,0,17.0,Pustki Cisowskie-Demptowo,
184,191,"Gdynia, Mały Kack",649000.0,10364.0,62.62,2.0,1.0,1,wtórny,2000.0,dom,0.0,gazowe,2.0,1,1,0,22.0,Mały Kack,
185,192,"Gdynia, Oksywie, Zielona",485345.0,8086.0,60.02,4.0,1.0,1,wtórny,2022.0,apartamentowiec,0.0,miejskie,3.0,1,1,1,0.0,Oksywie,
186,193,"Gdynia, Oksywie, Zielona",515000.0,8651.0,59.53,4.0,0.0,1,pierwotny,2022.0,apartamentowiec,0.0,,3.0,1,1,1,0.0,Oksywie,
187,194,"Gdynia, Oksywie, Zielona",480224.0,10078.0,47.65,3.0,3.0,1,pierwotny,2022.0,apartamentowiec,0.0,,3.0,1,1,1,0.0,Oksywie,
188,195,"Gdynia, Leszczynki, Morska",385000.0,14259.0,27.0,2.0,5.0,1,wtórny,1970.0,blok,1.0,,11.0,1,0,0,52.0,Leszczynki,
189,196,"Gdynia, Pogórze",500578.0,8450.0,59.24,2.0,1.0,1,pierwotny,2022.0,,1.0,,2.0,1,0,0,0.0,Pogórze,
190,197,"Gdynia, Orłowo, ul. Wrocławska 41",1087814.0,13900.0,78.26,4.0,1.0,1,pierwotny,2022.0,kamienica,1.0,,3.0,1,0,1,0.0,Orłowo,
191,198,"Gdynia, Mały Kack, ul. Olgierda",600681.0,12702.0,47.29,3.0,2.0,1,pierwotny,2022.0,blok,0.0,gazowe,3.0,0,0,0,0.0,Mały Kack,
192,200,"Gdynia, Śródmieście",499000.0,11089.0,45.0,2.0,2.0,0,wtórny,1937.0,kamienica,0.0,miejskie,5.0,0,0,0,85.0,Śródmieście,
193,201,"Gdynia, Cisowa, Zbożowa 13",489000.0,8150.0,60.0,3.0,3.0,0,wtórny,1985.0,blok,1.0,miejskie,10.0,1,0,0,37.0,Cisowa,
194,202,"Gdynia, Chylonia, Chylońska",436000.0,11474.0,38.0,2.0,4.0,1,wtórny,,blok,0.0,miejskie,10.0,1,0,0,,Chylonia,
195,203,"Gdynia, Orłowo, Wrocławska",892696.0,13300.0,67.12,4.0,1.0,1,wtórny,2022.0,apartamentowiec,1.0,,3.0,1,0,0,0.0,Orłowo,
196,204,"Gdynia, Orłowo, Wrocławska",1061632.0,14300.0,74.24,4.0,1.0,0,wtórny,,,0.0,,3.0,0,0,0,,Orłowo,
197,205,"Gdynia, Orłowo, Wrocławska",2021448.0,14300.0,141.36,5.0,1.0,1,wtórny,2022.0,apartamentowiec,1.0,,3.0,1,0,0,0.0,Orłowo,
198,206,"Gdynia, Wielki Kack, Lipowa",1589000.0,12646.0,125.65,4.0,3.0,1,wtórny,2007.0,blok,1.0,miejskie,3.0,1,0,0,15.0,Wielki Kack,
199,207,"Gdynia, Dąbrowa, ul. Gorczycowa",499000.0,8911.0,56.0,2.0,2.0,1,wtórny,2006.0,apartamentowiec,0.0,miejskie,3.0,1,0,0,16.0,Dąbrowa,
200,208,"Gdynia, Wzgórze Św. Maksymiliana, Mikołaja Kopernika",599000.0,13430.0,44.6,2.0,0.0,0,wtórny,1929.0,kamienica,0.0,gazowe,3.0,0,0,0,93.0,Wzgórze Św. Maksymiliana,
201,209,"Gdynia, Witomino, Konwaliowa",510000.0,10387.0,49.1,2.0,3.0,1,wtórny,1970.0,,0.0,,10.0,1,0,0,52.0,Witomino,
202,210,"Gdynia, Chwarzno-Wiczlino, gen. Mariusza Zaruskiego",710000.0,10597.0,67.0,3.0,2.0,1,wtórny,2017.0,,0.0,,3.0,1,0,0,5.0,Chwarzno-Wiczlino,
203,211,"Gdynia, Mały Kack, Miła",1199000.0,12621.0,95.0,3.0,1.0,1,wtórny,2001.0,,0.0,,2.0,1,1,1,21.0,Mały Kack,
204,212,"Gdynia, Grabówek, Augustyna Kordeckiego",465000.0,9300.0,50.0,3.0,4.0,0,wtórny,1974.0,,0.0,,4.0,1,0,0,48.0,Grabówek,
205,213,"Gdynia, Grabówek, Komandorska",399000.0,8867.0,45.0,2.0,0.0,1,wtórny,1957.0,,0.0,,4.0,0,0,0,65.0,Grabówek,
206,214,"Gdynia, Chylonia, Morska",368000.0,8047.0,45.73,2.0,1.0,1,wtórny,1980.0,,0.0,,4.0,1,0,0,42.0,Chylonia,
207,215,"Gdynia, Chylonia, Morska",370000.0,8605.0,43.0,2.0,1.0,1,wtórny,1976.0,,0.0,,4.0,1,0,0,46.0,Chylonia,
208,216,"Gdynia, Śródmieście, Świętojańska",1060000.0,14324.0,74.0,3.0,4.0,0,wtórny,1950.0,kamienica,0.0,miejskie,5.0,1,1,1,72.0,Śródmieście,
209,217,"Gdynia, Orłowo, Józefa Kiedronia",1249000.0,32868.0,38.0,2.0,0.0,1,wtórny,2019.0,blok,1.0,miejskie,3.0,0,1,0,3.0,Orłowo,
210,218,"Gdynia, Śródmieście, Świętojańska",799000.0,13098.0,61.0,2.0,4.0,0,wtórny,1980.0,blok,0.0,miejskie,5.0,1,0,0,42.0,Śródmieście,
211,219,"Gdynia, Chylonia, Wejherowska",339999.0,9341.0,36.4,2.0,4.0,0,wtórny,1970.0,,0.0,,4.0,0,0,0,52.0,Chylonia,
212,220,"Gdynia, Obłuże, płk. Stanisława Dąbka",487000.0,6590.0,73.9,4.0,2.0,0,wtórny,1977.0,blok,0.0,miejskie,4.0,1,0,0,45.0,Obłuże,
213,221,"Gdynia, Mały Kack, Strzelców",1300000.0,13238.0,98.2,4.0,0.0,1,wtórny,,apartamentowiec,1.0,miejskie,5.0,0,1,1,,Mały Kack,
214,222,"ul. Kazimierza Górskiego, Gdynia, pomorskie",558509.72,12179.0,45.86,2.0,5.0,0,pierwotny,2021.0,apartamentowiec,1.0,miejskie,16.0,0,0,0,1.0,Gdynia,ul. Kazimierza Górskiego
215,223,"ul. Kazimierza Górskiego, Gdynia, pomorskie",535301.19,12667.0,42.26,2.0,6.0,0,pierwotny,2021.0,apartamentowiec,1.0,miejskie,16.0,0,0,0,1.0,Gdynia,ul. Kazimierza Górskiego
216,224,"ul. Kazimierza Górskiego, Gdynia, pomorskie",771072.24,11099.0,69.47,3.0,3.0,0,pierwotny,2021.0,apartamentowiec,1.0,miejskie,16.0,0,0,0,1.0,Gdynia,ul. Kazimierza Górskiego
217,225,"Gdynia, Oksywie, ul. Bosmańska",808570.0,7966.0,101.5,5.0,1.0,0,pierwotny,2022.0,blok,0.0,gazowe,3.0,0,0,0,0.0,Oksywie,
218,226,"Gdynia, Działki Leśne, ul. Warszawska",600000.0,10067.0,59.6,3.0,2.0,1,wtórny,1962.0,kamienica,0.0,miejskie,,1,0,0,60.0,Działki Leśne,
219,227,"Gdynia, Obłuże",495000.0,8534.0,58.0,3.0,3.0,0,wtórny,1977.0,,0.0,,4.0,0,0,0,45.0,Obłuże,
220,228,"Gdynia, Redłowo, Powstania Wielkopolskiego",570000.0,11515.0,49.5,2.0,2.0,0,wtórny,,,0.0,,5.0,0,0,0,,Redłowo,
221,229,"ul. Mała, Gdynia, pomorskie",781693.0,8950.0,87.34,4.0,1.0,1,pierwotny,2014.0,blok,1.0,miejskie,8.0,1,0,0,8.0,Gdynia,ul. Mała
222,231,"Gdynia, Obłuże",396000.0,7500.0,52.8,3.0,3.0,0,wtórny,1974.0,blok,0.0,miejskie,4.0,1,0,0,48.0,Obłuże,
223,232,"Gdynia, Dąbrowa",1000000.0,11542.0,86.64,4.0,1.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,4.0,1,0,0,2.0,Dąbrowa,
224,233,"Gdynia, Śródmieście",760000.0,12496.0,60.82,2.0,4.0,0,wtórny,,kamienica,0.0,,5.0,1,0,0,,Śródmieście,
225,234,"Gdynia, pomorskie",1589000.0,12646.0,125.65,4.0,3.0,1,wtórny,2007.0,blok,1.0,,3.0,1,0,0,15.0,,
226,235,"Gdynia, Grabówek",599000.0,12479.0,48.0,2.0,0.0,0,wtórny,2002.0,kamienica,0.0,,3.0,0,0,1,20.0,Grabówek,
227,236,"Gdynia, Działki Leśne, ul. Szczecińska",559000.0,13000.0,43.0,2.0,4.0,0,wtórny,1970.0,blok,0.0,miejskie,4.0,1,0,0,52.0,Działki Leśne,
228,237,,564000.0,10503.0,53.7,3.0,9.0,0,wtórny,1976.0,blok,1.0,miejskie,10.0,1,0,0,46.0,,
229,238,"Gdynia, Śródmieście, Zygmuntowska",975000.0,15984.0,61.0,2.0,2.0,1,wtórny,,kamienica,1.0,miejskie,7.0,1,0,0,,Śródmieście,
230,239,"Gdynia, Chwarzno-Wiczlino, Stanisława Filipkowskiego",610000.0,10625.0,57.41,3.0,3.0,0,wtórny,2016.0,blok,1.0,gazowe,3.0,0,0,1,6.0,Chwarzno-Wiczlino,
231,240,"Gdynia, Wielki Kack, Witosławy",950000.0,8333.0,114.0,5.0,3.0,1,wtórny,1998.0,,0.0,,4.0,1,0,0,24.0,Wielki Kack,
232,241,"Gdynia, Mały Kack, Leśna",1100000.0,14121.0,77.9,3.0,0.0,1,wtórny,2009.0,blok,1.0,miejskie,3.0,0,1,1,13.0,Mały Kack,
233,242,"Gdynia, Orłowo, Architektów",1180000.0,10727.0,110.0,2.0,3.0,1,wtórny,2017.0,,0.0,,3.0,1,0,1,5.0,Orłowo,
234,243,"Gdynia, Karwiny, Janiny Porazińskiej",525000.0,8320.0,63.1,3.0,0.0,0,wtórny,1984.0,blok,0.0,miejskie,4.0,1,0,0,38.0,Karwiny,
235,244,"Gdynia, Wzgórze Św. Maksymiliana, ul. Jana Matejki",559000.0,14081.0,39.7,2.0,4.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,Wzgórze Św. Maksymiliana,
236,246,"Gdynia, Chwarzno-Wiczlino",569000.0,12932.0,44.0,2.0,1.0,0,wtórny,,blok,1.0,,3.0,1,0,0,,Chwarzno-Wiczlino,
237,247,"Gdynia, Witomino, ul. 2 Morskiego Pułku Strzelców",599000.0,9359.0,64.0,4.0,4.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Witomino,
238,248,"Gdynia, Chylonia",379000.0,7081.0,53.52,3.0,4.0,0,wtórny,1972.0,blok,0.0,miejskie,4.0,1,0,0,50.0,Chylonia,
239,249,"Gdynia, Oksywie",390000.0,8008.0,48.7,2.0,1.0,0,wtórny,1961.0,blok,0.0,miejskie,4.0,1,0,0,61.0,Oksywie,
240,250,"Gdynia, Grabówek, Okrzei",525000.0,8203.0,64.0,3.0,3.0,0,wtórny,1990.0,blok,0.0,miejskie,4.0,1,0,0,32.0,Grabówek,
241,251,"Gdynia, Działki Leśne, Olsztyńska",1390000.0,9929.0,140.0,4.0,1.0,0,wtórny,1933.0,,0.0,inne,2.0,0,0,0,89.0,Działki Leśne,
242,252,"Gdynia, Chylonia, Chylońska 11",479000.0,9836.0,48.7,3.0,1.0,0,wtórny,1970.0,blok,0.0,miejskie,10.0,1,0,0,52.0,Chylonia,
243,253,"Gdynia, Obłuże, ul. adm. Józefa Unruga",370000.0,7034.0,52.6,3.0,0.0,0,wtórny,,,0.0,miejskie,,0,0,0,,Obłuże,
244,254,"Gdynia, Witomino, Witomino-Leśniczówka",599000.0,9983.0,60.0,4.0,0.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,0,0,0,42.0,Witomino,
245,256,"ul. Helska, Gdynia, pomorskie",419000.0,8729.0,48.0,3.0,7.0,0,wtórny,1975.0,blok,1.0,miejskie,11.0,1,0,0,47.0,Gdynia,ul. Helska
246,259,"Gdynia, Śródmieście",659000.0,11776.0,55.96,3.0,1.0,0,wtórny,1958.0,kamienica,1.0,miejskie,5.0,1,0,0,64.0,Śródmieście,
247,260,"Gdynia, Oksywie",339000.0,7743.0,43.78,2.0,3.0,0,wtórny,1965.0,blok,0.0,miejskie,4.0,1,0,0,57.0,Oksywie,
248,261,"Gdynia, Redłowo, CYLKOWSKIEGO LUCJANA",410000.0,10250.0,40.0,2.0,3.0,0,wtórny,1978.0,blok,0.0,miejskie,4.0,0,0,0,44.0,Redłowo,
249,262,"Gdynia, Śródmieście, ul. Armii Krajowej",820000.0,16400.0,50.0,2.0,1.0,0,wtórny,1958.0,blok,0.0,miejskie,5.0,1,0,0,64.0,Śródmieście,
250,263,"Gdynia, Śródmieście, Żwirki i Wigury",629000.0,17768.0,35.4,1.0,4.0,0,wtórny,,,0.0,,5.0,0,0,0,,Śródmieście,
251,264,"Gdynia, Redłowo, Powstania Wielkopolskiego",489000.0,14382.0,34.0,3.0,0.0,0,wtórny,,,0.0,,4.0,0,0,0,,Redłowo,
252,266,"Gdynia, Śródmieście, ul. Obrońców Wybrzeża",759000.0,23498.0,32.3,2.0,3.0,1,wtórny,2022.0,apartamentowiec,1.0,miejskie,6.0,1,0,0,0.0,Śródmieście,
253,267,"Gdynia, Śródmieście, Władysława IV",990000.0,11256.0,87.95,3.0,4.0,1,wtórny,1952.0,,0.0,,5.0,0,0,0,70.0,Śródmieście,
254,268,"Gdynia, Śródmieście, Centrum, Warszawska",479000.0,9247.0,51.8,2.0,4.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,Śródmieście,
255,269,"Gdynia, Grabówek, gen. Orlicz-Dreszera",330000.0,10714.0,30.8,1.0,5.0,0,wtórny,1980.0,blok,0.0,miejskie,10.0,0,0,0,42.0,Grabówek,
256,270,"Gdynia, Chwarzno-Wiczlino, Wiczlino",715000.0,11981.0,59.68,3.0,0.0,0,wtórny,2015.0,apartamentowiec,1.0,inne,4.0,0,1,1,7.0,Chwarzno-Wiczlino,
257,271,"Gdynia, Śródmieście, ul. Stefana Żeromskiego",890000.0,19778.0,45.0,2.0,2.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,,0,0,0,2.0,Śródmieście,
258,272,"Gdynia, Redłowo, Boh. Starówki Warszawskiej",620000.0,11923.0,52.0,3.0,2.0,0,wtórny,,,0.0,,4.0,1,0,0,,Redłowo,
259,273,"Gdynia, Obłuże, ul. gen. Marii Wittekówny",699000.0,10846.0,64.45,3.0,0.0,1,wtórny,2011.0,blok,1.0,miejskie,6.0,0,0,1,11.0,Obłuże,
260,274,"Gdynia, Kamienna Góra, ul. I Armii Wojska Polskiego",1088000.0,32000.0,34.0,2.0,2.0,1,wtórny,2018.0,apartamentowiec,1.0,miejskie,5.0,0,0,0,4.0,Kamienna Góra,
261,275,"Gdynia, Obłuże, ul. adm. Józefa Unruga",395000.0,10128.0,39.0,2.0,2.0,0,wtórny,1974.0,blok,0.0,miejskie,4.0,1,0,0,48.0,Obłuże,
262,276,"Gdynia, Pogórze",384752.0,9350.0,41.15,2.0,1.0,1,pierwotny,2022.0,,1.0,,2.0,1,0,0,0.0,Pogórze,
263,277,"Gdynia, Mały Kack, ul. Olgierda",477239.0,13057.0,36.55,1.0,1.0,1,pierwotny,2022.0,blok,0.0,kotłownia,3.0,1,0,0,0.0,Mały Kack,
264,279,"Gdynia, Mały Kack",750000.0,12842.0,58.4,2.0,2.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Mały Kack,
265,280,"Gdynia, Cisowa, Chylońska",559000.0,6918.0,80.8,4.0,4.0,1,wtórny,1984.0,,0.0,,4.0,1,0,0,38.0,Cisowa,
266,281,"Gdynia, Redłowo, Powstania Styczniowego",906000.0,14053.0,64.47,2.0,0.0,1,wtórny,2011.0,blok,1.0,miejskie,2.0,0,1,1,11.0,Redłowo,
267,282,"Gdynia, Mały Kack, Leśna",849000.0,12485.0,68.0,3.0,0.0,1,wtórny,2005.0,apartamentowiec,0.0,miejskie,2.0,0,0,1,17.0,Mały Kack,
268,283,"Gdynia, Chwarzno-Wiczlino, Wiczlino, ul. Jachtowa",779000.0,5904.0,131.95,4.0,0.0,1,pierwotny,2023.0,szeregowiec,0.0,gazowe,2.0,1,1,0,-1.0,Chwarzno-Wiczlino,
269,284,"Gdynia, Pogórze, Żeliwna",425000.0,8004.0,53.1,3.0,1.0,1,wtórny,1985.0,blok,0.0,miejskie,10.0,1,0,0,37.0,Pogórze,
270,285,"Gdynia, Dąbrowa",792000.0,6810.0,116.3,5.0,1.0,1,wtórny,2003.0,apartamentowiec,0.0,miejskie,2.0,0,0,1,19.0,Dąbrowa,
271,286,"Gdynia, Leszczynki, Morska",385000.0,14366.0,26.8,2.0,5.0,0,wtórny,1970.0,blok,1.0,miejskie,11.0,1,0,0,52.0,Leszczynki,
272,287,"Młyńska, Gdynia, pomorskie",449000.0,8315.0,54.0,3.0,1.0,0,wtórny,1971.0,blok,0.0,miejskie,4.0,0,1,0,51.0,Gdynia,Młyńska
273,288,"Gdynia, Orłowo, ul. Wrocławska",1028027.0,14300.0,71.89,4.0,1.0,1,pierwotny,2022.0,blok,1.0,kotłownia,3.0,1,0,0,0.0,Orłowo,
274,289,"Gdynia, Orłowo, ul. Wrocławska",999271.0,13900.0,71.89,4.0,1.0,1,pierwotny,2022.0,blok,1.0,kotłownia,3.0,1,0,0,0.0,Orłowo,
275,290,"Gdynia, Orłowo, ul. Wrocławska",1087814.0,13900.0,78.26,4.0,1.0,1,pierwotny,2022.0,blok,1.0,kotłownia,3.0,1,0,0,0.0,Orłowo,
276,291,"Gdynia, Orłowo, ul. Wrocławska",1039753.0,14300.0,72.71,4.0,3.0,1,pierwotny,2022.0,blok,1.0,kotłownia,3.0,1,0,0,0.0,Orłowo,
277,292,"Gdynia, Orłowo, ul. Wrocławska",1330931.0,13300.0,100.07,3.0,2.0,1,pierwotny,2022.0,blok,1.0,kotłownia,3.0,1,0,0,0.0,Orłowo,
278,293,"Strzelców, Gdynia, pomorskie",1147000.0,15500.0,74.0,3.0,0.0,1,wtórny,2018.0,apartamentowiec,1.0,miejskie,3.0,0,1,1,4.0,Gdynia,Strzelców
279,295,"Gdynia, Śródmieście, ul. Stefana Żeromskiego",999000.0,23786.0,42.0,2.0,2.0,0,wtórny,2020.0,apartamentowiec,1.0,miejskie,6.0,1,0,0,2.0,Śródmieście,
280,296,"Gdynia, Redłowo, ul. Powstania Wielkopolskiego",419000.0,11704.0,35.8,2.0,0.0,0,wtórny,,blok,0.0,miejskie,4.0,0,0,0,,Redłowo,
281,297,"Gdynia, Mały Kack, ul. Lidzka",440000.0,11579.0,38.0,2.0,2.0,0,pierwotny,2022.0,apartamentowiec,1.0,,3.0,0,0,1,0.0,Mały Kack,
282,298,"Gdynia, Pogórze, Stefana Czarnieckiego",430000.0,10961.0,39.23,2.0,1.0,1,wtórny,2016.0,,1.0,,3.0,1,0,0,6.0,Pogórze,
283,299,"Gdynia, Chwarzno-Wiczlino, Janki Bryla",799000.0,10326.0,77.38,4.0,1.0,1,wtórny,2015.0,blok,1.0,,3.0,1,0,0,7.0,Chwarzno-Wiczlino,
